11/19/2023	2,003.21	1,956.76	2,012.78	1,995.90
11/18/2023	1,955.63	1,938.31	1,962.23	1,943.63
11/17/2023	1,938.46	1,981.74	1,961.03	1,938.25
11/16/2023	1,981.86	2,055.43	1,990.24	1,960.10
11/15/2023	2,054.58	1,980.76	2,079.10	2,048.56
