11/19/2023	37,214.60	36,536.50	37,380.20	37,072.80
11/18/2023	36,528.00	36,392.30	36,575.80	36,406.00
11/17/2023	36,403.60	36,431.30	36,617.50	36,364.60
11/16/2023	36,421.40	37,441.90	36,636.50	36,109.50
11/15/2023	37,459.30	35,568.40	37,907.60	37,347.60
